POLE1,POLE2
2322,1750
2323,1798
2323,1801
2323,1805
2323,2076
2323,2105
2323,2127
2324,1796
2324,1802
2324,1806
2324,2087
2324,2118
2324,2128
2325,1803
2325,1807
2325,1808
2325,2093
2325,2110
2326,1804
2326,1809
2326,1812
2326,2096
2326,2123
2327,1878
2327,1895
2327,1920
2327,1945
2328,1859
2328,1886
2328,1910
2328,1914
2328,1966
2329,1868
2329,1884
2329,1898
2329,1951
2329,1989
2330,1897
2330,1929
2330,1935
2330,1939
2330,1991
2331,1858
2331,1888
2331,1928
2331,1981
2331,1985
2332,1849
2332,1892
2332,1903
2332,1913
2332,1994
2333,1899
2333,1919
2333,1936
2333,1987
2334,1851
2334,1857
2334,1896
2334,1922
2334,1970
2335,2044
2335,2050
2335,2053
2336,2002
2336,2051
2336,2061
2337,2007
2337,2043
2337,2065
2338,2008
2338,2033
2338,2040
2339,1999
2339,2012
2339,2023
2339,2052
2340,2004
2340,2016
2340,2025
2341,2030
2341,2049
2341,2063
2342,2011
2342,2056
2342,2062
2343,2006
2343,2009
2343,2028
2344,2066
2344,2088
2344,2099
2344,2121
2344,2134
2345,2078
2345,2079
2345,2083
2345,2085
2345,2090
2345,2116
2346,2068
2346,2097
2346,2114
2346,2142
2347,2075
2347,2092
2347,2094
2347,2107
2348,2069
2348,2072
2348,2084
2348,2091
2348,2117
2348,2135
2349,3608
2349,3620
2349,3675
2350,3626
2350,3637
2350,3671
2351,3592
2351,3614
2351,3623
2352,3593
2352,3627
2353,3628
2353,3641
2353,3662
2354,3622
2354,3634
2354,3638
2355,3600
2355,3640
2355,3660
2356,3605
2356,3618
2356,3649
2356,3667
2357,3601
2357,3612
2357,3672
2358,3636
2358,3663
2358,3678
2359,3633
2359,3652
2359,3659
2360,3617
2360,3631
2360,3665
2501,2855
2501,2890
2501,2960
2502,2841
2502,2995
2502,3016
2503,2817
2503,2843
2503,3006
2504,2805
2504,2842
2504,2906
2505,2963
2505,3004
2506,2911
2506,3034
2507,2857
2507,2863
2508,2813
2508,2852
2508,3021
2509,2884
2509,3023
2510,2872
2510,2918
2510,3044
2511,2867
2511,3003
2512,2807
2512,2818
2512,2875
2513,2892
2513,2951
2514,2931
2514,2943
2515,2833
2515,2917
2515,2930
2516,2961
2516,2974
2517,2823
2517,2865
2517,2952
2518,2959
2518,2975
2519,3223
2519,3274
2520,3198
2520,3246
2521,3168
2521,3213
2522,3194
2522,3233
2523,3173
2523,3219
2523,3282
2524,3157
2524,3170
2525,3169
2525,3240
2526,3207
2526,3250
2527,3152
2527,3216
2527,3285
2528,3244
2528,3247
2529,3204
2529,3261
2530,3212
2530,3241
2531,3270
2531,3272
2532,3186
2532,3206
2533,3266
2533,3289
2534,3234
2534,3248
2535,882
2535,883
2535,956
2536,953
2536,978
2537,905
2537,967
2537,1044
2538,938
2538,1013
2539,973
2539,1047
2540,914
2540,920
2540,997
2541,975
2541,1007
2542,947
2542,986
2543,985
2543,1004
2544,887
2544,922
2544,1016
2545,937
2545,957
2545,968
2546,960
2546,990
2547,895
2547,1010
2548,958
2548,979
2549,925
2549,976
2550,949
2550,1025
2550,1036
2551,964
2551,1018
2552,3376
2552,3421
2553,3336
2553,3364
2554,3388
2554,3391
2555,3327
2555,3332
2556,3307
2556,3328
2557,3315
2557,3427
2558,3297
2558,3401
2559,3333
2559,3419
2560,3396
2560,3411
2561,3313
2561,3429
2562,3366
2562,3380
2563,3311
2563,3356
2564,3314
2564,3399
2565,3340
2565,3397
2566,3392
2566,3424
2567,3357
2567,3395
2568,3324
2568,3410
2569,368
2569,423
2570,311
2570,439
2570,512
2571,348
2571,410
2571,476
2572,398
2572,495
2572,520
2573,316
2573,325
2573,346
2574,481
2574,511
2574,515
2575,329
2575,436
2575,527
2576,327
2576,372
2576,422
2577,332
2577,414
2577,499
2578,310
2578,419
2578,507
2579,364
2579,415
2580,390
2580,521
2581,374
2581,431
2581,510
2582,303
2582,355
2582,535
2583,403
2583,526
2584,388
2584,522
2584,541
2585,407
2585,480
2585,523
2586,350
2586,470
2586,475
2587,309
2587,384
2587,466
2588,408
2588,443
2589,3090
2589,3119
2590,3088
2590,3120
2591,3059
2591,3149
2592,3108
2592,3136
2593,3116
2593,3134
2594,3099
2594,3143
2595,3110
2595,3135
2595,3144
2596,3055
2596,3096
2596,3128
2597,3057
2597,3085
2597,3139
2598,3058
2598,3072
2599,3121
2599,3148
2600,3065
2600,3132
2601,3078
2601,3127
2602,3106
2602,3124
2603,84
2603,87
2604,21
2604,60
2605,16
2605,49
2606,43
2606,90
2607,24
2607,39
2608,12
2608,77
2609,6
2609,79
2610,2
2610,91
2611,10
2611,61
2612,56
2612,89
2613,76
2613,80
2614,17
2614,68
2615,86
2615,97
2616,31
2616,65
2617,47
2617,62
2618,72
2618,74
2619,108
2619,168
2620,151
2620,188
2621,119
2621,193
2622,152
2622,164
2623,125
2623,139
2624,145
2624,171
2625,122
2625,194
2626,132
2626,153
2627,128
2627,150
2628,109
2628,157
2629,179
2629,186
2630,137
2630,173
2631,105
2631,146
2632,102
2632,136
2633,104
2633,184
2634,101
2634,165
2635,2555
2635,2571
2635,2714
2636,2554
2636,2560
2636,2718
2637,2622
2637,2681
2637,2713
2638,2566
2638,2570
2638,2719
2639,2575
2639,2580
2639,2725
2640,2572
2640,2592
2640,2747
2641,2636
2641,2645
2642,2629
2642,2652
2642,2735
2643,2581
2643,2595
2643,2740
2644,2617
2644,2664
2644,2697
2645,2640
2645,2679
2646,2569
2646,2588
2646,2598
2647,2642
2647,2677
2647,2731
2648,2585
2648,2604
2648,2748
2649,2600
2649,2614
2649,2750
2650,2665
2650,2692
2650,2738
2651,2651
2651,2674
2651,2741
2652,2701
2652,2710
2652,2726
2653,593
2653,645
2653,673
2654,635
2654,661
2655,599
2655,669
2656,613
2656,614
2657,553
2657,565
2657,691
2658,552
2658,686
2659,562
2659,665
2660,559
2660,660
2660,694
2661,564
2661,685
2662,623
2662,667
2663,630
2663,663
2664,631
2664,682
2664,689
2665,556
2665,641
2665,675
2666,603
2666,670
2666,698
2667,616
2667,683
2668,611
2668,666
2669,585
2669,643
2670,707
2670,723
2670,805
2671,781
2671,795
2672,757
2672,777
2673,731
2673,819
2673,830
2674,726
2674,759
2675,758
2675,845
2676,740
2676,801
2677,755
2677,776
2678,706
2678,769
2678,834
2679,753
2679,839
2680,770
2680,800
2680,825
2681,792
2681,811
2682,744
2682,766
2682,842
2683,732
2683,750
2684,738
2684,841
2685,746
2685,764
2686,720
2686,725
2686,808
2687,858
2687,866
2687,877
2687,878
2688,862
2688,865
2688,874
2688,876
2688,880
2689,854
2689,864
2689,868
2689,870
2690,855
2690,867
2690,869
2690,871
2690,879
2691,3595
2692,3667
2692,3672
2693,3636
2694,3596
2694,3656
2695,3600
2695,3662
2696,3616
2697,3632
2698,3648
2699,3614
2699,3624
2700,3641
2701,3609
2702,3638
2702,3643
2703,3585
2704,3663
2705,3584
2706,2160
2706,2243
2707,2166
2707,2189
2708,2158
2708,2195
2709,2164
2709,2232
2710,2190
2710,2247
2711,2163
2711,2167
2711,2226
2712,2165
2712,2177
2713,2154
2713,2200
2714,2157
2714,2216
2715,2184
2715,2238
2715,2249
2716,2153
2716,2214
2717,2180
2717,2185
2718,2196
2718,2219
2719,2169
2719,2176
2720,2230
2720,2239
2721,2156
2721,2175
2721,2244
2722,2212
2722,2220
2723,2179
2723,2183
2724,2178
2724,2218
2725,2223
2725,2242
2726,220
2726,273
2727,221
2727,241
2727,265
2728,204
2728,253
2729,226
2729,249
2730,248
2730,256
2730,283
2731,243
2731,244
2731,278
2732,231
2732,276
2733,219
2733,223
2733,235
2734,1691
2734,1692
2734,1703
2734,1709
2735,1687
2735,1696
2735,1697
2735,1708
2736,1684
2736,1689
2736,1702
2736,1706
2737,1686
2737,1688
2737,1690
2737,1704
2738,1685
2738,1695
2738,1698
2738,1699
2739,1479
2739,1651
2739,1652
2739,1665
2739,1670
2740,1572
2740,1653
2740,1654
2740,1668
2740,1671
2741,1655
2741,1666
2741,1672
2741,1674
2742,1658
2742,1667
2742,1675
2742,1677
2743,1191
2743,1202
2743,1233
2744,1087
2744,1158
2744,1235
2745,1066
2745,1080
2745,1197
2746,1058
2746,1061
2746,1239
2747,1118
2747,1241
2747,1242
2748,1122
2748,1155
2748,1226
2749,1057
2749,1199
2749,1222
2750,1052
2750,1123
2750,1168
2751,1169
2751,1201
2751,1244
2752,1063
2752,1104
2752,1198
2753,1077
2753,1159
2753,1245
2754,1142
2754,1204
2754,1240
2755,1091
2755,1229
2755,1246
2756,1071
2756,1192
2756,1207
2757,1132
2757,1195
2757,1223
2758,1078
2758,1135
2758,1230
2759,1321
2759,1323
2759,1422
2759,1423
2759,1441
2760,1277
2760,1303
2760,1345
2760,1360
2760,1411
2761,1304
2761,1308
2761,1393
2761,1395
2761,1415
2762,1265
2762,1274
2762,1332
2762,1410
2762,1436
2763,1255
2763,1337
2763,1355
2763,1388
2763,1418
2764,1325
2764,1338
2764,1375
2764,1412
2765,1264
2765,1298
2765,1328
2765,1366
2765,1367
2766,1269
2766,1280
2766,1331
2766,1374
2767,1455
2767,1549
2767,1636
2768,1471
2768,1614
2769,1458
2769,1579
2770,1491
2770,1597
2770,1600
2771,1482
2771,1628
2772,1466
2772,1539
2772,1540
2773,1450
2773,1463
2773,1548
2774,1508
2774,1560
2775,1499
2775,1585
2776,1544
2776,1634
2777,1489
2777,1551
2778,1602
2778,1619
2779,1469
2779,1633
2780,1461
2780,1565
2780,1581
2781,1509
2781,1567
2781,1588
2782,1524
2782,1538
2782,1586
2783,1460
2783,1517
2783,1646
2784,1451
2784,1494
2784,1564
2785,1515
2785,1536
2785,1582
2786,1453
2786,1468
2786,1643
2787,1448
2787,1590
2788,1457
2788,1481
2788,1528
2789,1483
2789,1506
2790,1720
2790,1722
2790,1733
2791,1721
2791,1723
2791,1735
2792,1727
2792,1728
2792,1730
2793,1726
2793,1731
2793,1734
2794,1724
2794,1732
2795,1073
2795,1717
2795,1739
2796,1156
2796,1744
2796,1746
2797,1737
2797,1738
2797,1745
2798,1064
2798,1711
2798,1715
2798,1718
2799,1710
2799,1740
2799,1747
2800,3574
2800,3577
2801,3573
2801,3576
2802,3575
2802,3578
2803,3562
2803,3570
2804,9
2804,14
2804,3563
2804,3565
2805,15
2805,3564
2806,8
2806,10
2806,11
2806,3567
2807,3541
2807,3544
2808,3552
2808,3553
2809,3537
2810,3548
2810,3554
2811,3538
2811,3549
2812,3536
2813,3540
2813,3551
2814,3543
2814,3558
2815,3490
2816,3495
2816,3496
2817,3483
2817,3494
2818,3487
2818,3491
2819,3479
2819,3480
2820,3493
2820,3497
2821,3478
2821,3481
2822,3484
2822,3486
2823,3508
2823,3512
2823,3532
2824,3513
2824,3525
2825,3502
2825,3503
2825,3528
2825,3535
2826,3506
2826,3514
2826,3522
2827,3507
2827,3519
2827,3523
2828,3505
2828,3510
2828,3520
2829,3453
2829,3458
2829,3461
2830,3465
2830,3466
2830,3468
2831,3455
2831,3464
2831,3471
2831,3472
2832,3442
2832,3446
2832,3454
2833,3448
2833,3467
2833,3473
3001,2110
3001,2194
3002,534
3002,2031
3002,2032
3003,2160
3003,2203
3004,2176
3004,2211
3005,592
3005,2065
3005,2069
3006,2166
3006,2179
3007,594
3007,2033
3007,2039
3008,573
3008,2028
3008,2147
3009,581
3009,2071
3009,2073
3010,619
3010,2072
3010,2098
3011,2120
3011,2171
3012,2168
3012,2188
3013,2025
3013,2172
3014,2128
3014,2196
3015,600
3015,2042
3015,2094
3016,2080
3016,2089
3017,2149
3017,2164
3018,2112
3018,2116
3019,2105
3019,2169
3020,2087
3020,2204
3021,2113
3021,2208
3022,2127
3022,2173
3023,2046
3023,2154
3024,2108
3024,2195
3025,2114
3025,2219
3026,2075
3026,2135
3027,582
3027,2056
3027,2191
3028,2063
3028,2205
3029,3880
3029,4007
3029,4011
3030,3898
3030,3902
3030,3991
3031,3891
3031,3942
3031,3974
3032,3865
3032,3886
3032,3977
3033,3885
3033,3890
3033,4009
3034,3939
3034,4020
3035,3901
3035,3967
3036,3900
3036,3970
3037,3858
3037,3925
3037,3998
3038,3856
3038,3958
3038,3975
3039,3847
3039,3973
3040,3837
3040,3876
3040,3893
3041,3845
3041,3892
3041,4002
3042,3827
3042,3835
3042,3854
3043,3905
3043,3933
3043,3953
3044,3842
3044,3855
3044,4000
3045,3869
3045,3888
3045,3982
3046,3825
3046,3879
3046,3899
3047,3844
3047,3883
3047,3981
3048,3867
3048,4006
3049,3870
3049,3949
3049,4014
3050,3882
3050,3976
3051,3896
3051,3921
3051,3927
3052,3966
3052,4010
3052,4013
3053,3923
3053,3940
3053,4012
3054,3924
3054,3989
3054,4019
3055,3916
3055,3917
3055,3988
3056,3884
3056,3992
3056,3995
3057,4108
3057,4125
3058,4046
3058,4136
3058,4206
3059,4173
3059,4194
3059,4200
3060,4114
3060,4150
3061,4027
3061,4086
3061,4154
3062,4050
3062,4116
3063,4028
3063,4056
3063,4122
3064,4119
3064,4121
3065,4115
3065,4158
3066,4171
3066,4183
3067,4042
3067,4052
3067,4180
3068,4041
3068,4051
3068,4082
3069,4151
3069,4193
3070,4111
3070,4189
3070,4197
3071,4074
3071,4076
3071,4168
3072,4073
3072,4133
3072,4218
3073,4113
3073,4203
3074,4081
3074,4090
3075,4141
3075,4210
3076,4067
3076,4129
3076,4137
3077,4089
3077,4101
3078,4080
3078,4102
3079,4075
3079,4170
3080,4026
3080,4148
3080,4174
3081,4087
3081,4132
3081,4196
3082,4097
3082,4161
3082,4177
3083,4034
3083,4107
3084,4031
3084,4066
3085,4135
3085,4195
3086,4079
3086,4209
3087,4088
3087,4104
3088,4040
3088,4054
3088,4155
3089,4043
3089,4123
3089,4156
3090,4037
3090,4162
3090,4205
3091,4224
3091,4328
3092,4280
3092,4356
3093,4233
3093,4373
3094,4252
3094,4352
3095,4324
3095,4338
3096,4316
3096,4346
3097,4312
3097,4380
3098,4229
3098,4237
3099,4241
3099,4375
3100,4337
3100,4342
3101,4283
3101,4339
3102,4269
3102,4355
3103,4236
3103,4364
3104,4232
3104,4282
3105,4244
3105,4377
3106,4285
3106,4303
3107,4323
3107,4363
3108,4341
3108,4343
3109,4245
3109,4376
3110,4251
3110,4290
3111,4256
3111,4270
3112,4259
3112,4300
3113,4302
3113,4353
3114,4221
3114,4255
3115,4243
3115,4361
3116,4238
3116,4284
3117,4231
3118,4225
3118,4349
3119,4296
3119,4322
3120,4292
3121,4382
3121,5126
3121,5134
3122,5097
3122,5155
3123,5119
3123,5146
3124,5108
3124,5130
3125,5045
3125,5081
3125,5102
3126,4381
3126,5055
3127,5067
3127,5166
3128,4390
3128,4407
3128,5110
3129,5043
3129,5058
3130,5054
3130,5091
3131,5112
3131,5149
3132,4392
3132,5064
3133,5052
3133,5088
3134,5124
3134,5127
3135,5077
3135,5116
3136,4404
3136,5137
3137,4400
3137,5098
3138,4389
3138,5053
3138,5080
3139,5096
3139,5160
3140,5051
3140,5120
3141,5123
3141,5147
3142,5057
3142,5152
3143,4406
3143,5101
3144,4388
3144,4391
3145,5103
3145,5118
3146,4396
3146,5114
3147,1840
3147,1942
3147,1972
3148,1783
3148,1968
3149,1792
3149,1874
3149,1913
3150,1852
3150,1976
3150,2016
3151,1836
3151,1899
3151,2000
3152,1891
3152,1932
3152,1981
3153,1824
3153,1962
3154,1846
3154,1901
3154,2003
3155,1808
3155,1855
3155,1911
3156,1782
3156,1822
3156,1916
3157,1944
3157,1964
3158,1924
3158,1998
3159,1781
3159,1810
3159,1870
3160,1795
3160,1894
3161,1886
3161,1887
3161,1892
3162,1851
3162,1869
3163,1773
3163,1967
3163,2004
3164,1801
3164,1881
3164,1933
3165,1879
3165,1902
3165,1987
3166,1800
3166,1826
3166,1993
3167,1789
3167,1919
3167,2014
3168,1883
3168,1893
3168,1989
3169,1880
3169,1921
3170,1788
3170,1861
3170,1960
3171,1771
3171,1842
3171,1945
3172,1889
3172,1940
3172,1959
3173,1856
3173,1914
3173,2006
3174,1775
3174,1873
3174,1982
3175,1843
3175,1859
3175,1923
3176,1961
3176,1994
3177,3406
3177,3432
3177,3490
3177,3662
3178,3436
3178,3475
3178,3528
3178,3575
3179,3397
3179,3431
3179,3576
3179,3591
3180,3366
3180,3373
3180,3391
3180,3459
3181,3415
3181,3458
3181,3592
3181,3629
3182,3394
3182,3409
3182,3440
3182,3445
3183,3488
3183,3533
3183,3571
3183,3578
3184,3435
3184,3478
3184,3526
3184,3702
3185,3467
3185,3505
3185,3522
3185,3698
3186,3371
3186,3425
3186,3617
3186,3642
3187,3434
3187,3480
3187,3613
3187,3701
3188,3460
3188,3503
3188,3527
3188,3690
3189,3559
3189,3561
3189,3670
3189,3686
3190,3448
3190,3482
3190,3645
3190,3693
3191,3530
3191,3606
3191,3635
3191,3691
3192,3365
3192,3544
3192,3545
3192,3644
3193,3443
3193,3543
3193,3572
3193,3671
3194,3492
3194,3586
3194,3652
3194,3723
3195,3465
3195,3504
3195,3696
3195,3700
3196,3369
3196,3403
3196,3625
3196,3672
3197,3441
3197,3536
3197,3681
3197,3704
3198,3359
3198,3452
3198,3569
3198,3611
3199,3374
3199,3383
3199,3396
3199,3604
3200,3413
3200,3487
3200,3689
3200,3722
3201,3483
3201,3519
3201,3658
3201,3688
3202,3479
3202,3520
3202,3546
3202,3697
3203,3529
3203,3623
3203,3653
3203,3705
3204,3442
3204,3497
3204,3628
3204,3632
3205,3451
3205,3605
3205,3674
3205,3692
3206,3370
3206,3376
3206,3565
3206,3590
3207,274
3207,1402
3207,1494
3207,1604
3208,120
3208,138
3208,1409
3208,1553
3209,17
3209,215
3209,1434
3209,1552
3210,97
3210,184
3210,1437
3210,1572
3211,210
3211,1473
3211,1500
3211,1559
3212,106
3212,255
3212,1513
3212,1575
3213,67
3213,1372
3213,1436
3213,1609
3214,102
3214,1526
3214,1601
3214,1666
3215,1382
3215,1388
3215,1510
3215,1636
3216,28
3216,1523
3216,1554
3216,1595
3217,4
3217,115
3217,1420
3217,1460
3218,71
3218,204
3218,1394
3218,1605
3219,81
3219,169
3219,1387
3219,1586
3220,132
3220,208
3220,1466
3220,1628
3221,192
3221,1529
3221,1598
3221,1633
3222,273
3222,1367
3222,1384
3222,1608
3223,13
3223,124
3223,163
3223,1438
3224,142
3224,1472
3224,1533
3224,1546
3225,65
3225,87
3225,1395
3225,1524
3226,45
3226,1424
3226,1468
3227,209
3227,1364
3227,1435
3227,1528
3228,1447
3228,1501
3228,1502
3228,1624
3229,5
3229,137
3229,1481
3229,1531
3230,95
3230,1514
3230,1520
3230,1653
3231,59
3231,246
3231,1401
3232,49
3232,105
3232,1467
3232,1568
3233,263
3233,272
3233,1462
3233,1499
3234,194
3234,1482
3234,1509
3234,1610
3235,149
3235,153
3235,1370
3235,1661
3236,180
3236,251
3236,1511
3236,1542
3237,51
3237,296
3237,1386
3237,1603
3238,20
3238,183
3238,275
3238,1548
3239,254
3239,1439
3239,1461
3239,1504
3240,181
3240,1497
3240,1562
3240,1626
3241,1444
3241,1512
3241,1547
3242,147
3242,261
3242,1404
3243,1565
3243,1570
3243,1612
3244,3
3244,196
3244,1581
3244,1644
3245,66
3245,1399
3245,1442
3245,1453
3246,88
3246,244
3246,1614
3246,1615
3247,2379
3247,2508
3248,2361
3248,2406
3249,2381
3249,2499
3250,2423
3250,2468
3251,2382
3251,2475
3252,2370
3252,2507
3253,2401
3253,2460
3254,2346
3254,2359
3255,2421
3255,2492
3256,2351
3256,2385
3257,2433
3257,2517
3258,2332
3258,2515
3259,2435
3259,2467
3260,2413
3260,2484
3261,2317
3261,2449
3262,2404
3262,2439
3263,2493
3263,2511
3264,2416
3264,2448
3265,2356
3265,2520
3266,2321
3266,2372
3267,2456
3267,2496
3268,2333
3268,2447
3269,2457
3269,2494
3270,2339
3270,2489
3271,2376
3271,2465
3272,2322
3272,2330
3273,2338
3273,2400
3274,2383
3274,2479
3275,2355
3275,2424
3276,2325
3276,2461
3277,2255
3277,2286
3278,2260
3278,2270
3279,2262
3279,2292
3280,2233
3280,2247
3280,2312
3281,2268
3281,2296
3282,2237
3282,2248
3283,2244
3283,2250
3284,2231
3284,2252
3284,2295
3285,2245
3285,2315
3286,2284
3286,2304
3287,1671
3287,1718
3287,1727
3288,1712
3288,1762
3288,1764
3289,1737
3289,1765
3290,1736
3290,1767
3291,1700
3291,1729
3291,1730
3291,1768
3292,1704
3292,1714
3292,1756
3293,1698
3293,1747
3294,1695
3294,1705
3294,1720
3295,1707
3295,1709
3295,1743
3295,1744
3296,4198
3296,4225
3296,4228
3296,4261
3297,4199
3297,4224
3297,4236
3297,4257
3298,4197
3298,4206
3298,4215
3298,4232
3298,4256
3298,4259
3299,4200
3299,4209
3299,4213
3299,4237
3299,4260
3299,4265
3300,4220
3300,4248
3300,4251
3300,4255
3300,4262
3301,4205
3301,4217
3301,4226
3301,4234
3301,4235
3301,4270
3302,4208
3302,4218
3302,4219
3302,4229
3302,4238
3303,4210
3303,4227
3303,4250
3303,4268
3303,4269
3304,4195
3304,4202
3304,4230
3304,4249
3304,4253
3305,4201
3305,4203
3305,4211
3305,4221
3305,4241
3305,4252
3306,2045
3306,2115
3306,2133
3306,2159
3306,2192
3307,2056
3307,2075
3307,2081
3307,2105
3307,2141
3308,2053
3308,2078
3308,2117
3308,2185
3308,2199
3309,2095
3309,2142
3309,2157
3309,2214
3309,4187
3309,4194
3310,2038
3310,2051
3310,2099
3310,2175
3310,2186
3311,2050
3311,2071
3311,2096
3311,2162
3311,2176
3311,2209
3312,2033
3312,2055
3312,2126
3312,2146
3312,2205
3313,2058
3313,2089
3313,2113
3313,2122
3313,2190
3313,4193
3314,2031
3314,2034
3314,2108
3314,2127
3314,2132
3314,2216
3315,2025
3315,2067
3315,2080
3315,2158
3315,2171
3315,4191
3316,2046
3316,2069
3316,2077
3316,2102
3316,2174
3316,2194
3317,2124
3317,2139
3317,2191
3317,2213
3317,4186
3317,4192
3318,2060
3318,2066
3318,2160
3318,2215
3318,4190
3319,2032
3319,2035
3319,2152
3319,2208
3319,4189
3320,2100
3320,2111
3320,2182
3320,2193
3320,4188
3321,322
3321,467
3321,471
3321,530
3322,419
3322,453
3322,544
3322,564
3323,368
3323,382
3323,394
3323,462
3324,351
3324,438
3324,468
3324,532
3325,340
3325,418
3325,459
3325,498
3326,366
3326,383
3326,428
3326,478
3327,370
3327,445
3327,536
3327,542
3328,336
3328,350
3328,504
3328,513
3329,320
3329,384
3329,525
3329,552
3330,325
3330,358
3330,460
3330,535
3331,355
3331,395
3331,425
3331,449
3332,348
3332,443
3332,512
3332,546
3333,431
3333,464
3333,473
3333,508
3334,333
3334,347
3334,472
3334,507
3335,409
3335,454
3335,492
3335,519
3336,1286
3336,1295
3336,1301
3336,1326
3337,1269
3337,1293
3337,1314
3337,1327
3338,1284
3338,1332
3338,1349
3339,1264
3339,1282
3339,1292
3339,1334
3340,1261
3340,1296
3340,1307
3340,1331
3341,1285
3341,1288
3341,1306
3341,1308
3342,1276
3342,1298
3342,1333
3342,1351
3343,1270
3343,1313
3343,1316
3344,1294
3344,1302
3344,1303
3344,1312
3345,1265
3345,1277
3345,1283
3345,1338
3346,565
3346,576
3346,590
3347,584
3347,618
3347,625
3348,569
3348,577
3348,611
3349,593
3349,604
3349,622
3350,599
3350,609
3350,619
3351,595
3351,597
3351,614
3352,570
3352,598
3352,613
3352,628
3353,4284
3353,4286
3354,4273
3354,4277
3355,4280
3355,4281
3356,4275
3357,4283
3357,4285
3358,4276
3359,4271
3359,4282
3360,4272
3360,4278
3361,4274
3361,4279
3362,4306
3362,4399
3363,4318
3363,4379
3364,4312
3364,4388
3365,4302
3365,4344
3366,4320
3366,4394
3367,4333
3367,4345
3368,4351
3368,4369
3369,4324
3369,4409
3370,4339
3370,4393
3371,4296
3371,4335
3372,4310
3372,4336
3373,4301
3373,4386
3374,4353
3374,4359
3375,4303
3375,4407
3376,4377
3376,4404
3377,5122
3377,5127
3378,5126
3378,5168
3379,5147
3379,5155
3380,5124
3380,5128
3380,5132
3381,5121
3381,5130
3381,5152
3382,5120
3382,5159
3383,5123
3383,5129
3383,5136
3384,5059
3384,5096
3385,5097
3386,5095
3387,5043
3387,5083
3388,5041
3388,5099
3389,5044
3390,5073
3390,5091
3391,5049
3391,5060
3392,5093
3393,5069
3394,5076
3395,5092
3395,5098
3396,5048
3396,5062
3397,567
3397,596
3397,5104
3397,5106
3398,571
3398,600
3398,5108
3398,5117
3399,579
3399,616
3399,5105
3399,5112
3400,574
3400,608
3400,5110
3400,5114
3401,582
3401,624
3401,5103
3401,5118
3402,3173
3402,3248
3402,3295
3403,3195
3403,3230
3403,3274
3404,3192
3404,3237
3404,3285
3405,3166
3405,3218
3405,3347
3406,3221
3406,3236
3406,3277
3407,3164
3407,3199
3407,3235
3408,3194
3408,3211
3408,3225
3409,3154
3409,3196
3409,3315
3410,3249
3410,3258
3410,3291
3411,3207
3411,3253
3411,3317
3412,3214
3412,3250
3412,3309
3413,3326
3413,3340
3413,3350
3414,3228
3414,3234
3414,3261
3415,3169
3415,3259
3415,3303
3416,3213
3416,3272
3416,3328
3417,3172
3417,3270
3417,3305
3418,3197
3418,3338
3418,3349
3419,3178
3419,3251
3419,3330
3420,3156
3420,3193
3420,3255
3421,3208
3421,3290
3421,3329
3501,3270
3501,3385
3502,3329
3502,3336
3503,3239
3503,3358
3504,3294
3504,3422
3505,3322
3505,3338
3506,1565
3506,3258
3507,3240
3507,3463
3508,3339
3508,3372
3509,3236
3509,3250
3510,3314
3510,3441
3511,3337
3511,3432
3512,3368
3512,3399
3513,3332
3513,3423
3514,3248
3514,3323
3515,3397
3515,3437
3516,1559
3516,3249
3517,1562
3517,3296
3518,3409
3518,3419
3519,3366
3519,3455
3520,3242
3520,3290
3521,3307
3521,3412
3522,3342
3522,3443
3523,3245
3523,3316
3524,3300
3524,3418
3525,3298
3525,3313
3526,3371
3526,3462
3527,3280
3527,3421
3528,3262
3528,3367
3529,3279
3529,3436
3530,3370
3530,3434
3531,466
3531,482
3532,369
3532,394
3532,431
3533,384
3533,423
3534,437
3534,518
3535,405
3535,483
3536,464
3536,500
3537,381
3537,438
3538,421
3538,489
3539,389
3539,472
3539,529
3540,340
3540,530
3541,461
3541,467
3542,435
3542,447
3543,387
3543,490
3544,370
3544,478
3545,459
3545,485
3545,513
3546,371
3546,453
3547,427
3547,507
3548,342
3548,354
3548,494
3549,385
3549,475
3550,417
3550,443
3551,403
3551,511
3552,413
3552,497
3552,502
3553,348
3553,419
3553,524
3554,393
3554,476
3555,346
3555,398
3556,445
3556,495
3557,457
3557,473
3558,395
3558,501
3558,515
3559,446
3559,525
3560,358
3560,367
3560,527
3561,2320
3561,2431
3561,2474
3562,2321
3562,2481
3562,2507
3563,2430
3563,2444
3563,2483
3564,2344
3564,2422
3564,2515
3565,2325
3565,2342
3565,2437
3566,2381
3566,2385
3567,2339
3567,2405
3567,2427
3568,2449
3568,2484
3569,2338
3569,2450
3569,2512
3570,2329
3570,2492
3570,2504
3571,2395
3571,2451
3571,2467
3572,2478
3572,2489
3573,2377
3573,2452
3574,2400
3574,2459
3574,2513
3575,2390
3575,2475
3575,2497
3576,2334
3576,2341
3576,2445
3577,2379
3577,2454
3578,2332
3578,2477
3578,2502
3579,2378
3579,2458
3580,2355
3580,2509
3581,2364
3581,2461
3582,2424
3582,2433
3583,2346
3583,2447
3583,2518
3584,2412
3584,2465
3585,2414
3585,2468
3586,2460
3586,2485
3587,2371
3587,2403
3587,2487
3588,2327
3588,2436
3588,2516
3589,2389
3589,2486
3589,2519
3590,2345
3590,2360
3590,2495
3591,1401
3591,1494
3592,1396
3592,1424
3593,1428
3593,1436
3593,1460
3594,1425
